date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2017-10-30,26,24,0.0,8.7,7,68,03:09 PM,02:13 AM,06:33 AM,05:56 PM,20,27,27,25,10,18,71,0.1,1012,26,10,171,7,96822
2017-10-31,27,25,0.0,8.7,6,72,03:50 PM,03:09 AM,06:34 AM,05:56 PM,22,28,28,26,17,30,79,1.4,1013,27,10,155,12,96822
2017-11-01,28,25,0.0,8.7,7,86,04:32 PM,04:05 AM,06:34 AM,05:55 PM,22,29,29,26,6,22,78,0.1,1014,28,10,127,5,96822
2017-11-02,27,25,0.0,8.7,7,93,05:16 PM,05:03 AM,06:35 AM,05:55 PM,22,28,28,26,13,18,77,0.0,1015,27,10,84,10,96822
2017-11-03,27,25,0.0,8.7,7,100,06:02 PM,06:04 AM,06:35 AM,05:54 PM,22,28,28,26,32,23,78,0.1,1018,27,10,74,24,96822
2017-11-04,26,25,0.0,8.7,6,100,06:52 PM,07:07 AM,06:36 AM,05:54 PM,21,28,28,26,35,32,77,0.4,1017,26,10,71,26,96822
2017-11-05,26,25,0.0,8.7,7,84,07:46 PM,08:11 AM,06:36 AM,05:53 PM,20,27,27,25,36,26,74,0.3,1016,26,10,76,27,96822
2017-11-06,26,24,0.0,8.7,7,76,08:43 PM,09:16 AM,06:37 AM,05:53 PM,19,27,27,25,23,7,70,0.2,1016,26,10,89,18,96822
2017-11-07,26,24,0.0,8.7,6,69,09:43 PM,10:19 AM,06:38 AM,05:52 PM,20,27,27,25,20,27,75,0.6,1016,26,10,88,15,96822
2017-11-08,26,24,0.0,8.7,7,61,10:44 PM,11:19 AM,06:38 AM,05:52 PM,20,27,27,25,27,15,76,0.2,1016,26,10,70,20,96822
2017-11-09,26,24,0.0,8.7,7,54,11:45 PM,12:13 PM,06:39 AM,05:51 PM,20,27,27,25,27,16,74,0.3,1015,26,10,78,20,96822
2017-11-10,26,24,0.0,8.7,6,46,No moonrise,01:03 PM,06:39 AM,05:51 PM,21,27,27,25,27,34,79,0.9,1015,26,10,72,20,96822
2017-11-11,25,24,0.0,7.2,5,39,12:44 AM,01:49 PM,06:40 AM,05:51 PM,21,27,27,25,29,49,82,3.7,1014,25,10,73,21,96822
2017-11-12,25,24,0.0,8.7,5,31,01:41 AM,02:30 PM,06:40 AM,05:50 PM,21,27,27,25,24,23,80,1.3,1014,25,10,59,18,96822
2017-11-13,26,24,0.0,8.7,5,24,02:36 AM,03:10 PM,06:41 AM,05:50 PM,20,26,26,25,24,28,76,0.9,1015,26,10,60,18,96822
2017-11-14,25,24,0.0,8.7,5,16,03:29 AM,03:49 PM,06:42 AM,05:50 PM,20,26,26,24,30,32,76,1.1,1016,25,10,56,23,96822
2017-11-15,25,23,0.0,8.7,6,8,04:21 AM,04:26 PM,06:42 AM,05:50 PM,19,26,26,24,42,28,73,0.9,1017,25,10,61,32,96822
2017-11-16,25,23,0.0,8.7,6,1,05:13 AM,05:05 PM,06:43 AM,05:49 PM,18,26,26,24,37,13,70,0.1,1016,25,10,57,29,96822
2017-11-17,24,23,0.0,8.7,5,0,06:04 AM,05:45 PM,06:43 AM,05:49 PM,18,25,25,24,16,35,69,0.7,1014,24,10,38,12,96822
2017-11-18,24,22,0.0,8.7,5,0,06:56 AM,06:25 PM,06:44 AM,05:49 PM,17,25,25,23,16,41,69,1.0,1012,24,10,340,12,96822
2017-11-19,23,22,0.0,8.7,5,0,07:47 AM,07:09 PM,06:45 AM,05:49 PM,15,25,25,22,26,29,64,0.5,1012,23,10,345,20,96822
2017-11-20,24,22,0.0,7.2,5,6,08:37 AM,07:54 PM,06:45 AM,05:49 PM,15,25,25,23,24,42,64,0.6,1013,24,10,177,18,96822
2017-11-21,24,22,0.0,8.7,5,14,09:26 AM,08:41 PM,06:46 AM,05:48 PM,15,25,25,23,21,48,62,0.8,1015,24,10,21,16,96822
2017-11-22,24,22,0.0,8.7,6,22,10:13 AM,09:31 PM,06:47 AM,05:48 PM,17,25,25,23,32,31,70,0.2,1017,24,10,41,25,96822
2017-11-23,24,22,0.0,8.7,5,29,10:59 AM,10:20 PM,06:47 AM,05:48 PM,17,25,25,23,42,28,72,0.2,1019,24,10,50,33,96822
2017-11-24,23,22,0.0,8.7,5,37,11:42 AM,11:11 PM,06:48 AM,05:48 PM,16,25,25,22,39,32,68,0.7,1017,23,10,54,30,96822
2017-11-25,23,22,0.0,8.7,5,44,12:23 PM,No moonset,06:49 AM,05:48 PM,18,25,25,23,46,40,73,1.8,1017,23,10,62,35,96822
2017-11-26,24,23,0.0,8.7,5,52,01:04 PM,12:03 AM,06:49 AM,05:48 PM,18,25,25,24,49,26,72,0.3,1018,24,10,72,37,96822
2017-11-27,24,23,0.0,8.7,5,59,01:44 PM,12:56 AM,06:50 AM,05:48 PM,19,26,26,24,48,48,77,1.0,1018,24,10,70,36,96822
2017-11-28,24,24,0.0,8.7,6,67,02:24 PM,01:50 AM,06:51 AM,05:48 PM,20,26,26,24,35,50,79,0.3,1017,24,10,68,26,96822
2017-11-29,25,23,0.0,8.7,6,74,03:05 PM,02:45 AM,06:51 AM,05:48 PM,20,26,26,24,35,34,80,0.3,1016,25,10,72,26,96822
2017-11-30,25,24,0.0,4.1,5,82,03:49 PM,03:44 AM,06:52 AM,05:48 PM,21,26,26,24,36,72,83,4.0,1017,25,10,74,26,96822
2017-12-01,24,23,0.0,4.1,5,86,04:36 PM,04:45 AM,06:53 AM,05:49 PM,21,26,26,24,42,76,83,3.0,1017,24,10,59,31,96822
2017-12-02,24,22,0.0,5.6,5,93,05:29 PM,05:49 AM,06:53 AM,05:49 PM,19,25,25,23,46,68,79,1.0,1017,24,10,59,34,96822
2017-12-03,23,22,0.0,8.7,6,100,06:25 PM,06:54 AM,06:54 AM,05:49 PM,17,25,25,23,40,23,72,0.3,1016,23,10,65,31,96822
2017-12-04,23,22,0.0,7.2,5,100,07:26 PM,08:00 AM,06:55 AM,05:49 PM,16,25,25,22,28,41,66,0.1,1016,23,10,37,21,96822
2017-12-05,22,20,0.0,8.7,6,85,08:29 PM,09:04 AM,06:55 AM,05:49 PM,15,21,23,21,38,22,65,0.2,1017,22,10,23,30,96822
2017-12-06,22,20,0.0,8.7,6,77,09:33 PM,10:04 AM,06:56 AM,05:49 PM,13,21,22,21,17,12,61,0.0,1018,22,10,105,12,96822
2017-12-07,23,20,0.0,8.7,6,70,10:35 PM,10:58 AM,06:57 AM,05:50 PM,15,24,24,22,9,16,64,0.0,1017,23,10,330,6,96822
2017-12-08,24,21,0.0,8.7,6,63,11:35 PM,11:47 AM,06:57 AM,05:50 PM,18,25,25,23,6,33,74,0.0,1017,24,10,313,5,96822
2017-12-09,24,22,0.0,8.7,6,56,No moonrise,12:31 PM,06:58 AM,05:50 PM,18,25,25,23,13,34,74,0.4,1015,24,10,223,10,96822
2017-12-10,23,22,0.0,4.1,5,48,12:31 AM,01:12 PM,06:58 AM,05:50 PM,19,25,25,23,21,73,82,2.0,1016,23,10,54,16,96822
2017-12-11,25,22,0.0,8.7,5,41,01:26 AM,01:51 PM,06:59 AM,05:51 PM,19,25,25,23,14,42,77,1.7,1015,25,10,208,11,96822
2017-12-12,24,22,0.0,8.7,5,34,02:18 AM,02:28 PM,07:00 AM,05:51 PM,19,25,25,23,25,43,76,1.3,1015,24,10,277,18,96822
2017-12-13,22,21,0.0,8.7,6,27,03:10 AM,03:06 PM,07:00 AM,05:51 PM,16,22,24,22,34,19,69,0.1,1017,22,10,104,26,96822
2017-12-14,22,20,0.0,8.7,6,19,04:01 AM,03:44 PM,07:01 AM,05:52 PM,15,21,22,21,45,34,68,0.2,1018,22,10,37,36,96822
2017-12-15,22,20,0.0,8.7,5,12,04:51 AM,04:24 PM,07:01 AM,05:52 PM,16,21,23,21,37,25,70,1.3,1014,22,10,145,28,96822
2017-12-16,23,21,0.0,8.7,5,5,05:42 AM,05:07 PM,07:02 AM,05:53 PM,17,25,25,22,14,41,74,9.0,1010,23,10,255,9,96822
2017-12-17,24,22,0.0,8.7,5,0,06:32 AM,05:51 PM,07:03 AM,05:53 PM,17,25,25,23,14,33,71,0.3,1012,24,10,199,10,96822
2017-12-18,25,22,0.0,8.7,6,0,07:22 AM,06:37 PM,07:03 AM,05:53 PM,18,25,25,23,6,31,72,1.7,1014,25,10,130,4,96822
2017-12-19,24,22,0.0,5.5,5,2,08:10 AM,07:26 PM,07:04 AM,05:54 PM,19,25,25,23,21,57,82,4.7,1014,24,10,186,15,96822
2017-12-20,22,21,0.0,3.9,5,10,08:57 AM,08:16 PM,07:04 AM,05:54 PM,18,21,23,21,29,81,81,6.6,1014,22,10,25,21,96822
2017-12-21,22,21,0.0,8.7,6,17,09:41 AM,09:06 PM,07:05 AM,05:55 PM,17,21,23,21,32,36,75,1.7,1013,22,10,22,24,96822
2017-12-22,22,21,0.0,8.7,6,24,10:23 AM,09:57 PM,07:05 AM,05:55 PM,16,21,24,21,31,26,73,0.0,1015,22,10,59,23,96822
2017-12-23,23,21,0.0,8.7,5,31,11:03 AM,10:49 PM,07:06 AM,05:56 PM,17,24,24,22,24,41,73,0.1,1016,23,10,47,18,96822
2017-12-24,23,21,0.0,8.7,6,39,11:42 AM,11:41 PM,07:06 AM,05:56 PM,17,25,25,22,22,39,75,0.1,1016,23,10,23,16,96822
2017-12-25,24,22,0.0,8.7,6,46,12:20 PM,No moonset,07:07 AM,05:57 PM,18,25,25,23,21,28,76,0.3,1015,24,10,81,15,96822
2017-12-26,24,22,0.0,8.7,5,53,01:00 PM,12:34 AM,07:07 AM,05:58 PM,19,25,25,23,21,45,79,9.0,1013,24,9,182,14,96822
2017-12-27,24,22,0.0,8.7,5,61,01:41 PM,01:29 AM,07:07 AM,05:58 PM,19,25,25,23,13,22,78,3.1,1013,24,10,198,9,96822
2017-12-28,23,21,0.0,8.7,5,68,02:24 PM,02:26 AM,07:08 AM,05:59 PM,18,25,25,22,16,27,78,1.3,1016,23,10,96,12,96822
2017-12-29,22,22,0.0,5.5,5,75,03:12 PM,03:27 AM,07:08 AM,05:59 PM,19,25,25,22,24,53,81,1.4,1017,22,10,59,18,96822
2017-12-30,23,21,0.0,10.9,6,82,04:05 PM,04:30 AM,07:09 AM,06:00 PM,17,24,24,22,24,27,72,0.2,1018,23,10,47,18,96822
2017-12-31,23,21,0.0,10.1,5,86,05:03 PM,05:36 AM,07:09 AM,06:00 PM,17,22,24,22,30,45,75,0.1,1019,23,10,72,23,96822
2018-01-01,23,22,0.0,10.9,6,97,06:06 PM,06:41 AM,07:09 AM,06:01 PM,17,25,25,22,24,30,73,0.0,1019,23,10,80,18,96822
2018-01-02,23,21,0.0,10.9,6,100,07:12 PM,07:45 AM,07:10 AM,06:02 PM,17,25,25,22,29,31,74,0.2,1020,23,10,75,22,96822
2018-01-03,23,21,0.0,10.9,6,89,08:17 PM,08:43 AM,07:10 AM,06:02 PM,17,25,25,22,33,23,73,0.0,1020,23,10,74,25,96822
2018-01-04,23,21,0.0,10.9,6,81,09:20 PM,09:37 AM,07:10 AM,06:03 PM,17,25,25,22,34,24,73,0.1,1020,23,10,73,26,96822
2018-01-05,23,21,0.0,10.9,6,74,10:20 PM,10:25 AM,07:10 AM,06:04 PM,17,25,25,22,35,21,75,0.1,1021,23,10,77,26,96822
2018-01-06,23,22,0.0,10.9,6,67,11:18 PM,11:09 AM,07:11 AM,06:04 PM,18,25,25,22,38,35,74,0.2,1022,23,10,71,28,96822
2018-01-07,24,22,0.0,10.9,6,59,No moonrise,11:50 AM,07:11 AM,06:05 PM,18,25,25,23,38,24,74,0.2,1020,24,10,75,29,96822
2018-01-08,24,22,0.0,11.0,6,52,12:12 AM,12:28 PM,07:11 AM,06:06 PM,18,25,25,23,30,28,73,0.1,1018,24,10,86,22,96822
2018-01-09,24,22,0.0,11.0,6,45,01:05 AM,01:06 PM,07:11 AM,06:06 PM,18,25,25,23,13,9,72,0.1,1017,24,10,81,10,96822
2018-01-10,24,22,0.0,11.0,6,38,01:57 AM,01:45 PM,07:11 AM,06:07 PM,18,25,25,23,13,5,73,0.2,1018,24,10,56,10,96822
2018-01-11,24,22,0.0,11.0,6,30,02:48 AM,02:24 PM,07:11 AM,06:08 PM,19,25,25,23,15,19,78,0.4,1018,24,10,69,11,96822
2018-01-12,25,22,0.0,11.0,6,23,03:39 AM,03:05 PM,07:11 AM,06:08 PM,19,25,25,23,6,10,76,0.0,1017,25,10,247,4,96822
2018-01-13,24,22,0.0,11.0,6,16,04:28 AM,03:49 PM,07:11 AM,06:09 PM,18,25,25,23,10,5,74,0.0,1017,24,10,164,8,96822
2018-01-14,24,22,0.0,11.0,6,9,05:19 AM,04:34 PM,07:12 AM,06:10 PM,18,25,25,23,12,11,73,0.0,1018,24,10,67,9,96822
2018-01-15,24,22,0.0,11.0,6,1,06:07 AM,05:23 PM,07:12 AM,06:10 PM,18,25,25,23,22,19,73,0.0,1019,24,10,59,17,96822
2018-01-16,24,22,0.0,11.0,6,0,06:54 AM,06:12 PM,07:12 AM,06:11 PM,18,25,25,23,28,32,74,0.1,1020,24,10,55,22,96822
2018-01-17,24,22,0.0,11.0,6,0,07:40 AM,07:03 PM,07:12 AM,06:12 PM,18,25,25,23,46,33,72,0.1,1021,24,10,64,34,96822
2018-01-18,24,23,0.0,11.0,6,6,08:22 AM,07:54 PM,07:12 AM,06:12 PM,18,25,25,24,52,12,71,0.0,1020,24,10,81,39,96822
2018-01-19,24,23,0.0,11.0,6,13,09:04 AM,08:45 PM,07:11 AM,06:13 PM,20,26,26,24,39,33,78,0.2,1019,24,10,87,28,96822
2018-01-20,24,23,0.0,11.0,5,20,09:43 AM,09:37 PM,07:11 AM,06:14 PM,20,25,25,23,30,35,81,1.3,1017,24,10,83,22,96822
2018-01-21,24,22,0.0,11.0,5,28,10:21 AM,10:29 PM,07:11 AM,06:14 PM,20,25,25,23,31,29,81,0.8,1016,24,10,74,23,96822
2018-01-22,23,22,0.0,11.0,6,35,10:59 AM,11:22 PM,07:11 AM,06:15 PM,19,25,25,23,32,33,79,0.2,1016,23,10,68,24,96822
2018-01-23,23,23,0.0,8.6,5,42,11:39 AM,No moonset,07:11 AM,06:16 PM,20,25,25,23,38,48,83,4.2,1015,23,10,74,27,96822
2018-01-24,24,22,0.0,11.1,6,49,12:19 PM,12:17 AM,07:11 AM,06:16 PM,19,25,25,23,34,26,80,0.1,1014,24,10,81,24,96822
2018-01-25,24,22,0.0,11.1,6,57,01:04 PM,01:14 AM,07:11 AM,06:17 PM,19,25,25,23,20,22,80,0.6,1013,24,10,93,14,96822
2018-01-26,25,22,0.0,11.1,6,64,01:52 PM,02:13 AM,07:10 AM,06:18 PM,19,25,25,23,7,7,76,0.0,1011,25,10,245,5,96822
2018-01-27,24,22,0.0,11.1,5,71,02:45 PM,03:16 AM,07:10 AM,06:18 PM,19,25,25,23,10,17,79,4.4,1011,24,10,74,7,96822
2018-01-28,24,22,0.0,11.1,6,78,03:44 PM,04:19 AM,07:10 AM,06:19 PM,19,25,25,22,18,29,80,0.0,1011,24,10,37,13,96822
2018-01-29,24,21,0.0,11.1,6,86,04:47 PM,05:22 AM,07:10 AM,06:19 PM,18,25,25,22,11,25,76,0.0,1010,24,10,176,8,96822
2018-01-30,24,21,0.0,11.1,6,93,05:53 PM,06:23 AM,07:09 AM,06:20 PM,18,25,25,23,19,17,75,0.7,1010,24,10,227,14,96822
2018-01-31,24,22,0.0,11.1,5,97,06:58 PM,07:20 AM,07:09 AM,06:21 PM,20,25,25,23,32,35,81,15.3,1011,24,9,188,20,96822
2018-02-01,24,23,0.0,11.1,5,88,08:01 PM,08:11 AM,07:09 AM,06:21 PM,21,25,25,23,32,25,85,5.6,1011,24,9,183,22,96822
2018-02-02,24,23,0.0,11.1,5,81,09:02 PM,08:59 AM,07:08 AM,06:22 PM,21,26,26,24,24,45,85,11.8,1014,24,9,166,15,96822
2018-02-03,25,22,0.0,11.2,6,73,10:00 PM,09:43 AM,07:08 AM,06:23 PM,21,26,26,23,13,28,84,0.2,1015,25,10,146,10,96822
2018-02-04,24,22,0.0,7.1,5,66,10:55 PM,10:23 AM,07:07 AM,06:23 PM,20,25,25,23,21,60,83,2.1,1013,24,10,182,14,96822
2018-02-05,23,21,0.0,11.2,5,58,11:49 PM,11:03 AM,07:07 AM,06:24 PM,19,25,25,22,18,18,80,10.7,1011,23,9,188,12,96822
2018-02-06,23,21,0.0,11.2,5,51,No moonrise,11:43 AM,07:07 AM,06:24 PM,18,24,24,22,4,28,77,6.1,1009,23,9,218,3,96822
2018-02-07,22,21,0.0,11.2,5,43,12:41 AM,12:22 PM,07:06 AM,06:25 PM,18,24,24,22,11,24,77,4.3,1010,22,10,266,7,96822
2018-02-08,22,20,0.0,11.2,6,36,01:33 AM,01:03 PM,07:06 AM,06:25 PM,16,21,22,21,32,20,73,0.0,1013,22,10,254,24,96822
2018-02-09,21,19,0.0,11.2,6,28,02:23 AM,01:46 PM,07:05 AM,06:26 PM,15,20,21,20,33,36,70,0.0,1016,21,10,53,25,96822
2018-02-10,21,19,0.0,7.1,5,20,03:14 AM,02:31 PM,07:05 AM,06:27 PM,15,20,20,20,25,53,73,0.4,1013,21,10,138,18,96822
2018-02-11,23,21,0.0,11.2,6,13,04:03 AM,03:18 PM,07:04 AM,06:27 PM,17,23,23,22,11,28,74,0.2,1012,23,10,32,8,96822
2018-02-12,24,20,0.0,11.3,6,5,04:50 AM,04:07 PM,07:03 AM,06:28 PM,17,24,24,22,8,9,72,0.0,1014,24,10,144,6,96822
2018-02-13,24,22,0.0,11.3,5,0,05:37 AM,04:57 PM,07:03 AM,06:28 PM,19,25,25,23,16,41,78,0.9,1015,24,10,156,11,96822
2018-02-14,23,22,0.0,8.6,5,0,06:20 AM,05:49 PM,07:02 AM,06:29 PM,20,25,25,22,22,64,85,7.4,1014,23,9,201,15,96822
2018-02-15,23,21,0.0,7.1,5,0,07:02 AM,06:40 PM,07:02 AM,06:29 PM,18,25,25,22,15,78,78,4.0,1012,23,10,256,11,96822
2018-02-16,23,21,0.0,11.3,5,2,07:43 AM,07:33 PM,07:01 AM,06:30 PM,18,25,25,22,10,20,75,0.5,1013,23,10,226,8,96822
2018-02-17,24,21,0.0,7.1,5,10,08:21 AM,08:25 PM,07:00 AM,06:30 PM,19,24,24,22,11,51,79,2.0,1015,24,10,65,8,96822
2018-02-18,23,21,0.0,7.1,5,17,09:00 AM,09:19 PM,07:00 AM,06:31 PM,18,24,24,22,20,52,80,5.8,1015,23,9,62,14,96822
2018-02-19,23,21,0.0,11.6,6,25,09:39 AM,10:13 PM,06:59 AM,06:31 PM,17,24,24,22,9,11,73,0.0,1014,23,10,39,6,96822
2018-02-20,24,21,0.0,11.6,6,32,10:19 AM,11:09 PM,06:58 AM,06:32 PM,17,24,24,22,7,9,73,2.0,1014,24,10,89,5,96822
2018-02-21,24,22,0.0,11.6,5,40,11:02 AM,No moonset,06:58 AM,06:32 PM,19,25,25,23,15,14,78,0.7,1016,24,10,61,11,96822
2018-02-22,24,23,0.0,7.3,5,47,11:47 AM,12:06 AM,06:57 AM,06:33 PM,20,25,25,23,22,52,84,2.0,1017,24,10,98,15,96822
2018-02-23,25,23,0.0,10.2,5,55,12:37 PM,01:05 AM,06:56 AM,06:33 PM,20,25,25,23,19,47,83,3.9,1017,25,10,98,13,96822
2018-02-24,25,23,0.0,11.6,5,62,01:32 PM,02:06 AM,06:55 AM,06:33 PM,21,26,26,24,25,46,84,4.9,1018,25,10,91,17,96822
2018-02-25,24,22,0.0,8.7,5,70,02:30 PM,03:07 AM,06:55 AM,06:34 PM,20,25,25,23,29,63,83,6.8,1019,24,9,93,20,96822
2018-02-26,24,22,0.0,11.6,5,77,03:33 PM,04:07 AM,06:54 AM,06:34 PM,20,25,25,23,35,47,83,2.1,1020,24,10,86,25,96822
2018-02-27,24,22,0.0,11.6,6,85,04:37 PM,05:04 AM,06:53 AM,06:35 PM,18,25,25,23,42,33,77,0.2,1019,24,10,87,31,96822
2018-02-28,24,22,0.0,5.9,5,93,05:41 PM,05:57 AM,06:52 AM,06:35 PM,19,25,25,23,39,71,76,0.4,1017,24,10,94,27,96822
2018-03-01,24,22,0.0,10.2,5,96,06:42 PM,06:46 AM,06:52 AM,06:36 PM,19,25,25,23,30,53,78,0.0,1017,24,10,97,22,96822
2018-03-02,24,22,0.0,11.6,5,100,07:42 PM,07:32 AM,06:51 AM,06:36 PM,19,25,25,23,33,45,77,0.3,1017,24,10,90,24,96822
2018-03-03,24,22,0.0,7.3,5,89,08:40 PM,08:14 AM,06:50 AM,06:36 PM,19,25,25,23,30,74,77,0.1,1017,24,10,86,22,96822
2018-03-04,23,22,0.0,11.6,6,82,09:36 PM,08:56 AM,06:49 AM,06:37 PM,18,25,25,22,32,28,78,0.2,1016,23,10,77,24,96822
2018-03-05,22,21,0.0,11.6,6,74,10:30 PM,09:36 AM,06:48 AM,06:37 PM,18,25,25,22,36,21,76,0.3,1016,22,10,66,28,96822
2018-03-06,22,20,0.0,10.2,5,67,11:23 PM,10:16 AM,06:47 AM,06:37 PM,17,21,23,21,34,34,76,0.6,1016,22,10,65,26,96822
2018-03-07,22,20,0.0,11.6,6,60,No moonrise,10:58 AM,06:47 AM,06:38 PM,15,21,22,21,29,23,70,0.6,1015,22,10,53,23,96822
2018-03-08,21,20,0.0,11.6,5,53,12:15 AM,11:41 AM,06:46 AM,06:38 PM,15,20,20,20,34,36,74,0.8,1016,21,10,39,27,96822
2018-03-09,21,20,0.0,11.6,6,45,01:06 AM,12:25 PM,06:45 AM,06:39 PM,15,20,20,20,37,18,71,0.3,1017,21,10,50,29,96822
2018-03-10,22,20,0.0,11.6,6,38,01:56 AM,01:12 PM,06:44 AM,06:39 PM,14,21,21,21,33,18,67,0.7,1017,22,10,57,26,96822
2018-03-11,21,20,0.0,11.6,6,31,02:44 AM,02:00 PM,06:43 AM,06:39 PM,15,20,20,20,32,45,69,0.4,1017,21,10,49,25,96822
2018-03-12,21,20,0.0,6.0,5,24,03:31 AM,02:50 PM,06:42 AM,06:40 PM,17,21,21,21,37,77,78,1.1,1018,21,9,66,28,96822
2018-03-13,22,21,0.0,6.0,5,16,04:16 AM,03:41 PM,06:41 AM,06:40 PM,18,21,24,21,37,94,82,2.4,1017,22,7,81,27,96822
2018-03-14,23,22,0.0,8.8,5,9,04:58 AM,04:32 PM,06:40 AM,06:40 PM,20,25,25,23,26,60,86,3.4,1015,23,10,105,18,96822
2018-03-15,25,22,0.0,11.6,6,2,05:40 AM,05:25 PM,06:39 AM,06:41 PM,20,26,26,24,9,20,82,0.1,1016,25,10,123,6,96822
2018-03-16,25,23,0.0,11.6,5,0,06:19 AM,06:18 PM,06:39 AM,06:41 PM,21,26,26,24,7,24,84,0.7,1017,25,10,28,5,96822
2018-03-17,25,23,0.0,11.6,6,0,06:59 AM,07:12 PM,06:38 AM,06:41 PM,20,26,26,23,18,24,83,0.2,1016,25,10,32,13,96822
2018-03-18,23,22,0.0,10.2,5,5,07:38 AM,08:07 PM,06:37 AM,06:42 PM,20,25,25,22,28,57,85,1.2,1014,23,9,57,21,96822
2018-03-19,22,21,0.0,6.0,5,13,08:18 AM,09:04 PM,06:36 AM,06:42 PM,18,21,23,21,30,77,82,0.0,1013,22,10,67,23,96822
2018-03-20,22,21,0.0,6.0,5,20,09:01 AM,10:01 PM,06:35 AM,06:42 PM,18,22,24,22,29,71,82,0.4,1013,22,10,75,22,96822
2018-03-21,23,21,0.0,10.2,5,27,09:46 AM,11:01 PM,06:34 AM,06:43 PM,18,25,25,22,33,61,79,2.4,1015,23,10,78,25,96822
2018-03-22,22,22,0.0,6.1,5,34,10:34 AM,No moonset,06:33 AM,06:43 PM,19,22,24,22,26,81,82,4.3,1017,22,10,79,19,96822
2018-03-23,22,21,0.0,6.1,5,42,11:27 AM,12:01 AM,06:32 AM,06:43 PM,19,22,24,22,14,95,85,11.1,1017,22,9,86,10,96822
2018-03-24,22,21,0.0,6.1,5,49,12:23 PM,01:01 AM,06:31 AM,06:44 PM,19,22,23,22,13,77,87,15.0,1013,22,8,130,10,96822
2018-03-25,24,21,0.0,11.6,5,56,01:23 PM,02:00 AM,06:30 AM,06:44 PM,19,25,25,22,5,14,79,1.5,1010,24,10,211,4,96822
2018-03-26,24,22,0.0,11.6,6,63,02:24 PM,02:56 AM,06:29 AM,06:44 PM,18,25,25,23,18,12,75,3.5,1011,24,10,227,14,96822
2018-03-27,24,22,0.0,11.6,6,71,03:26 PM,03:49 AM,06:28 AM,06:45 PM,16,25,25,23,11,17,65,0.1,1013,24,10,243,8,96822
2018-03-28,24,22,0.0,11.6,6,78,04:27 PM,04:38 AM,06:28 AM,06:45 PM,15,25,25,23,8,1,62,0.0,1016,24,10,180,6,96822
2018-03-29,25,22,0.0,11.6,6,85,05:27 PM,05:24 AM,06:27 AM,06:45 PM,18,26,26,24,9,3,72,0.2,1016,25,10,78,7,96822
2018-03-30,26,23,0.0,11.6,6,93,06:24 PM,06:07 AM,06:26 AM,06:45 PM,20,26,26,24,9,8,77,0.0,1016,26,10,128,7,96822
2018-03-31,23,23,0.0,6.1,5,96,07:21 PM,06:48 AM,06:25 AM,06:46 PM,19,25,25,23,14,69,79,5.2,1016,23,9,93,11,96822
2018-04-01,25,23,0.0,8.9,5,89,08:16 PM,07:29 AM,06:24 AM,06:46 PM,19,26,26,24,8,44,74,0.1,1015,25,10,238,6,96822
2018-04-02,24,23,0.0,6.1,5,81,09:11 PM,08:09 AM,06:23 AM,06:46 PM,21,25,25,23,26,84,85,8.9,1012,24,9,212,19,96822
2018-04-03,25,23,0.0,10.2,5,74,10:04 PM,08:51 AM,06:22 AM,06:47 PM,21,26,26,24,16,44,82,0.4,1010,25,10,219,12,96822
2018-04-04,26,24,0.0,11.6,6,66,10:57 PM,09:34 AM,06:21 AM,06:47 PM,22,27,27,25,32,33,87,3.5,1010,26,10,208,23,96822
2018-04-05,26,23,0.0,10.2,6,59,11:48 PM,10:17 AM,06:20 AM,06:47 PM,22,27,27,25,24,45,85,1.4,1015,26,10,216,18,96822
2018-04-06,24,23,0.0,7.5,5,51,No moonrise,11:04 AM,06:19 AM,06:48 PM,21,25,25,23,28,73,86,0.5,1018,24,10,47,21,96822
2018-04-07,24,23,0.0,6.1,5,44,12:37 AM,11:52 AM,06:19 AM,06:48 PM,21,25,25,23,21,81,88,4.1,1017,24,10,58,15,96822
2018-04-08,23,22,0.0,8.9,5,36,01:25 AM,12:41 PM,06:18 AM,06:48 PM,20,25,25,23,21,68,88,9.4,1016,23,9,29,16,96822
2018-04-09,23,22,0.0,10.2,5,28,02:10 AM,01:32 PM,06:17 AM,06:49 PM,19,25,25,22,34,65,82,0.0,1018,23,10,41,26,96822
2018-04-10,24,22,0.0,11.6,6,21,02:53 AM,02:23 PM,06:16 AM,06:49 PM,19,25,25,23,35,46,80,0.0,1020,24,10,61,27,96822
2018-04-11,24,23,0.0,11.6,5,13,03:35 AM,03:15 PM,06:15 AM,06:49 PM,20,25,25,23,37,55,84,0.8,1020,24,10,66,27,96822
2018-04-12,25,23,0.0,11.6,5,6,04:15 AM,04:07 PM,06:14 AM,06:50 PM,21,26,26,24,28,30,82,0.4,1018,25,10,73,21,96822
2018-04-13,25,23,0.0,11.6,5,0,04:54 AM,05:01 PM,06:13 AM,06:50 PM,20,26,26,24,31,27,81,4.7,1017,25,10,72,22,96822
2018-04-14,24,23,0.0,11.6,5,0,05:34 AM,05:56 PM,06:13 AM,06:50 PM,21,26,26,24,39,57,82,5.9,1017,24,10,72,27,96822
